标题,行政区,板块,小区,面积,朝向,户型,租金
整租·祥云赋 5室4厅 南/西,顺义,后沙峪,祥云赋,396.0,南西,5室4厅3卫,29000.0
整租·金兴路一号院 2室1厅 东南,朝阳,望京,金兴路一号院,62.68,东南,2室1厅1卫,7330.0
整租·天居园 2室1厅 东北,朝阳,奥林匹克公园,天居园,110.0,东北,2室1厅2卫,9000.0
整租·官苑8号 4室2厅 南/北,西城,官园,官苑8号,192.0,南北,4室2厅2卫,65000.0
整租·刘家窑南里 2室1厅 东,丰台,蒲黄榆,刘家窑南里,64.8,东,2室1厅1卫,4900.0
整租·十里春风 4室4厅 南/北,通州,通州其它,十里春风,226.0,南北,4室4厅3卫,3000.0
整租·育新花园 2室1厅 南/北,海淀,西三旗,育新花园,69.7,南北,2室1厅1卫,6250.0
整租·荣尊堡国际俱乐部公寓 4室2厅 东南/南,朝阳,亚运村,荣尊堡国际俱乐部公寓,205.0,东南南,4室2厅2卫,22000.0
整租·明发雅苑 3室1厅 南/北,大兴,天宫院,明发雅苑,105.0,南北,3室1厅1卫,5100.0
整租·大有北里 5室2厅 南/北,海淀,马连洼,大有北里,172.0,南北,5室2厅2卫,17900.0
整租·望京西园二区 2室1厅 南,朝阳,望京,望京西园二区,91.07,南,2室1厅1卫,8500.0
整租·石坊院 2室1厅 南,昌平,鼓楼大街,石坊院,54.75,南,2室1厅1卫,4142.0
整租·和平里五区 1室1厅 东,东城,和平里,和平里五区,40.57,东,1室1厅1卫,6890.0
整租·金泉时代 1室1厅 北,朝阳,亚运村,金泉时代,84.65,北,1室1厅1卫,8000.0
整租·冠城名敦道A区 1室0厅 西,东城,广渠门,冠城名敦道A区,63.0,西,1室0厅1卫,6700.0
整租·物华大厦 3室1厅 东,西城,阜成门,物华大厦,226.46,东,3室1厅0卫,32000.0
整租·绿地启航国际北区 1房间 北,顺义,后沙峪,绿地启航国际北区,57.0,北,1房间1卫,3500.0
整租·紫薇天悦 2室1厅 西南,朝阳,亚运村小营,紫薇天悦,101.0,西南,2室1厅1卫,11000.0
整租·安苑北里 1室1厅 南,朝阳,亚运村,安苑北里,43.7,南,1室1厅1卫,7060.0
整租·光辉南里 2室1厅 南,朝阳,CBD,光辉南里,63.29,南,2室1厅1卫,7530.0
整租·安华里社区 2室1厅 南/北,朝阳,安贞,安华里社区,58.0,南北,2室1厅1卫,7800.0
整租·华纺易城 4室2厅 东南/北,朝阳,朝青,华纺易城,184.0,东南北,4室2厅2卫,14000.0
整租·东湖湾一期 3室2厅 南/北,朝阳,望京,东湖湾一期,148.33,南北,3室2厅1卫,19000.0
整租·北新家园 3室1厅 南/北,海淀,西三旗,北新家园,81.6,南北,3室1厅1卫,7200.0
整租·芳星园二区 1室1厅 东南,丰台,方庄,芳星园二区,43.0,东南,1室1厅1卫,5830.0
整租·绿景馨园 2室1厅 南/北,东城,广渠门,绿景馨园,70.0,南北,2室1厅1卫,7000.0
整租·嘉园一里 2室1厅 北,丰台,马家堡,嘉园一里,60.63,北,2室1厅1卫,6190.0
整租·光辉南里 2室1厅 南,朝阳,CBD,光辉南里,74.0,南,2室1厅1卫,7830.0
整租·永安里小区 1室1厅 南,昌平,鼓楼大街,永安里小区,42.06,南,1室1厅1卫,3000.0
整租·五栋大楼 2室1厅 南/北,西城,车公庄,五栋大楼,137.4,南北,2室1厅1卫,26000.0
整租·京旺家园 1室1厅 南,朝阳,中央别墅区,京旺家园,59.43,南,1室1厅1卫,5890.0
整租·金隅自由筑 2房间 东,通州,临河里,金隅自由筑,52.34,东,2房间1卫,3590.0
整租·南湖东园一区 1室1厅 南,朝阳,望京,南湖东园一区,54.2,南,1室1厅1卫,7860.0
整租·石佛营东里小区 2室1厅 南,朝阳,石佛营,石佛营东里小区,71.22,南,2室1厅1卫,6890.0
整租·五栋大楼 1室1厅 东南/南,西城,车公庄,五栋大楼,171.68,东南南,1室1厅1卫,30000.0
整租·星源汇 1室1厅 西,朝阳,亮马桥,星源汇,77.0,西,1室1厅1卫,17000.0
整租·云景里南大门 2室1厅 南/北,通州,梨园,云景里南大门,75.0,南北,2室1厅1卫,4100.0
整租·辉煌国际 2房间 北,海淀,上地,辉煌国际,43.39,北,2房间1卫,5684.0
整租·成府路35号院 1室1厅 东,海淀,五道口,成府路35号院,47.0,东,1室1厅1卫,6100.0
整租·和韵佳园 1室1厅 南,海淀,上地,和韵佳园,63.11,南,1室1厅1卫,6890.0
整租·保利东郡 5室2厅 南/北,朝阳,石佛营,保利东郡,292.44,南北,5室2厅4卫,50000.0
整租·行宫东区 3室2厅 南/北,密云,鼓楼街道,行宫东区,90.99,南北,3室2厅1卫,2000.0
整租·财富西环 1室1厅 西,丰台,菜户营,财富西环,76.0,西,1室1厅1卫,7000.0
整租·拱辰北大街 2室1厅 东/西,房山,良乡,拱辰北大街,94.6,东西,2室1厅1卫,15500.0
整租·金茂府北区 5室2厅 南/西/北,朝阳,大望路,金茂府北区,382.0,南西北,5室2厅4卫,90000.0
整租·龙熙旭辉6號院 6房间 南/北,大兴,大兴新机场,龙熙旭辉6號院,158.0,南北,6房间3卫,10500.0
整租·华纺新天地 2房间 北,朝阳,朝青,华纺新天地,91.65,北,2房间2卫,8730.0
整租·红山世家 4房间 南/西,西城,广安门,红山世家,122.0,南西,4房间1卫,16000.0
整租·西便门西里 1室1厅 北,西城,木樨地,西便门西里,42.0,北,1室1厅1卫,6460.0
整租·北京华侨城2号院 3室1厅 复式 南/北,朝阳,欢乐谷,北京华侨城2号院,222.96,南北,3室1厅3卫,23000.0
整租·华冠丽景 2室2厅 南/北,东城,东直门,华冠丽景,126.75,南北,2室2厅2卫,26000.0
整租·洋桥西里 2室1厅 南,丰台,洋桥,洋桥西里,53.9,南,2室1厅1卫,5760.0
整租·裕祥花园 2室1厅 复式 南/北,顺义,后沙峪,裕祥花园,94.72,南北,2室1厅2卫,4000.0
整租·南湖渠西里 2室1厅 南,朝阳,望京,南湖渠西里,50.29,南,2室1厅1卫,6760.0
整租·东平里 2室1厅 东南,朝阳,首都机场,东平里,62.59,东南,2室1厅1卫,4700.0
整租·城华园 1室1厅 南,海淀,学院路,城华园,48.39,南,1室1厅1卫,6300.0
整租·澳洲康都 1室1厅 南,朝阳,望京,澳洲康都,66.54,南,1室1厅1卫,7660.0
整租·梵悦108 1室1厅 东北,朝阳,CBD,梵悦108,118.97,东北,1室1厅1卫,28000.0
整租·义和庄北里 2室1厅 南,大兴,黄村火车站,义和庄北里,60.6,南,2室1厅1卫,2800.0
整租·朝悦居 2室1厅 南,朝阳,望京,朝悦居,79.77,南,2室1厅1卫,9090.0
整租·万润家园 2室1厅 北,昌平,回龙观,万润家园,67.0,北,2室1厅1卫,4700.0
整租·龙湖滟澜山 5室3厅 南/北,顺义,中央别墅区,龙湖滟澜山,285.53,南北,5室3厅5卫,49000.0
整租·点击未来 1室0厅 南,朝阳,望京,点击未来,40.9,南,1室0厅1卫,5300.0
整租·金色漫香林二期 3室1厅 南/北,大兴,亦庄,金色漫香林二期,90.0,南北,3室1厅2卫,6800.0
整租·珠江国际城八区 2室2厅 错层 南/北,通州,潞苑,珠江国际城八区,122.55,南北,2室2厅2卫,4500.0
整租·凯旋城 3室2厅 南/北,朝阳,亚运村小营,凯旋城,154.59,南北,3室2厅2卫,17000.0
整租·华源之星 1室1厅 北,朝阳,三里屯,华源之星,63.01,北,1室1厅1卫,9000.0
整租·小黄庄路四条 2室1厅 南,朝阳,和平里,小黄庄路四条,57.8,南,2室1厅1卫,7130.0
整租·领行国际 1室1厅 北,东城,广渠门,领行国际,58.06,北,1室1厅1卫,6000.0
整租·景和园 2室1厅 南/北,海淀,西北旺,景和园,77.0,南北,2室1厅1卫,7300.0
整租·金茂北京国际社区 1室1厅 南,顺义,顺义其它,金茂北京国际社区,50.27,南,1室1厅1卫,2200.0
整租·百子湾路5号院 2室1厅 南/北,朝阳,百子湾,百子湾路5号院,49.89,南北,2室1厅1卫,5500.0
整租·星河湾畅园 4室2厅 错层 南/北,朝阳,朝青,星河湾畅园,256.0,南北,4室2厅4卫,45000.0
整租·鸿坤理想城大满贯 1室1厅 南,大兴,西红门,鸿坤理想城大满贯,67.84,南,1室1厅1卫,4600.0
整租·弘善家园 1室1厅 南,朝阳,潘家园,弘善家园,57.77,南,1室1厅1卫,7090.0
整租·西山美墅馆L区 5室2厅 南/北,海淀,西山,西山美墅馆L区,260.0,南北,5室2厅3卫,33000.0
整租·首开熙悦尚郡 2室1厅 南,朝阳,朝青,首开熙悦尚郡,118.41,南,2室1厅1卫,10190.0
整租·朝阳门北大街 1室1厅 南,朝阳,朝阳门外,朝阳门北大街,48.0,南,1室1厅1卫,7190.0
整租·五里店南里 1室1厅 南,丰台,五里店,五里店南里,41.68,南,1室1厅1卫,3000.0
整租·林肯公园 2室1厅 南/北,亦庄开发区,亦庄,林肯公园,93.0,南北,2室1厅1卫,7500.0
整租·东亚三环 2房间 北,丰台,马家堡,东亚三环,53.72,北,2房间1卫,5760.0
整租·西坝河中里 2室1厅 南,朝阳,西坝河,西坝河中里,61.67,南,2室1厅1卫,7460.0
整租·保利西山林语 2室1厅 北,海淀,海淀北部新区,保利西山林语,90.73,北,2室1厅1卫,7330.0
整租·绿地环球文化金融城 2房间 南,石景山,石景山其它,绿地环球文化金融城,60.0,南,2房间1卫,5630.0
整租·紫御长安 3房间 东/南/西,石景山,鲁谷,紫御长安,47.91,东南西,3房间1卫,6500.0
整租·运河湾南区 3室1厅 南,通州,武夷花园,运河湾南区,89.65,南,3室1厅1卫,6500.0
整租·时尚家园 3室2厅 南/北,房山,良乡,时尚家园,164.14,南北,3室2厅2卫,5000.0
整租·白纸坊西街 2室1厅 东/北,西城,右安门内,白纸坊西街,63.0,东北,2室1厅1卫,7500.0
整租·华府9号 3房间 西,昌平,回龙观,华府9号,85.0,西,3房间1卫,8500.0
整租·东会新村 2室1厅 南,朝阳,双桥,东会新村,68.0,南,2室1厅1卫,5660.0
整租·碧桂园小区C区 3室1厅 南/北,房山,长阳,碧桂园小区C区,123.53,南北,3室1厅2卫,4200.0
整租·角门东里 2室1厅 南,丰台,角门,角门东里,43.04,南,2室1厅1卫,6190.0
整租·太极小区 2室1厅 南,海淀,二里庄,太极小区,57.0,南,2室1厅1卫,7030.0
整租·五福家园 3室1厅 南/北,昌平,沙河,五福家园,120.0,南北,3室1厅1卫,6000.0
整租·金隅澜湾 5室2厅 南/北,昌平,东关,金隅澜湾,359.15,南北,5室2厅6卫,18000.0
整租·云立方 2室1厅 南,大兴,天宫院,云立方,80.86,南,2室1厅1卫,4500.0
整租·观湖国际 2室2厅 东/北,朝阳,朝阳公园,观湖国际,118.59,东北,2室2厅2卫,19000.0
整租·和平街十五区 2室1厅 南,朝阳,和平里,和平街十五区,69.0,南,2室1厅1卫,7490.0
整租·冠城大通澜石 2室1厅 东南,朝阳,太阳宫,冠城大通澜石,97.0,东南,2室1厅1卫,19500.0
整租·人定湖西里 2室1厅 南/北,西城,六铺炕,人定湖西里,57.0,南北,2室1厅1卫,6500.0
整租·天赐良园二期 4室2厅 南/北,通州,北关,天赐良园二期,201.26,南北,4室2厅2卫,10500.0
整租·美立方 2房间 西,朝阳,北苑,美立方,57.36,西,2房间1卫,6690.0
整租·鼎晟国际 1室0厅 南,通州,万达,鼎晟国际,55.83,南,1室0厅1卫,3600.0
整租·领秀新硅谷1号院 3室2厅 复式 南/北,海淀,西二旗,领秀新硅谷1号院,96.96,南北,3室2厅2卫,13500.0
整租·白家庄东里 3室1厅 南/北,朝阳,团结湖,白家庄东里,85.83,南北,3室1厅1卫,9500.0
整租·顺源里 1室1厅 南,朝阳,亮马桥,顺源里,38.0,南,1室1厅1卫,6530.0
整租·方丹苑 2室1厅 南/北,朝阳,潘家园,方丹苑,104.0,南北,2室1厅2卫,8300.0
整租·柳芳北里 2室1厅 南/北,朝阳,国展,柳芳北里,58.01,南北,2室1厅1卫,6400.0
整租·凯德锦绣 1室0厅 东,朝阳,四惠,凯德锦绣,60.0,东,1室0厅1卫,6300.0
整租·远洋山水 2室1厅 东/北,石景山,鲁谷,远洋山水,100.16,东北,2室1厅1卫,7800.0
整租·金茂逸墅 4室2厅 南/北,大兴,亦庄开发区其它,金茂逸墅,150.0,南北,4室2厅2卫,14000.0
整租·通瑞嘉苑东区 2室1厅 南,通州,潞苑,通瑞嘉苑东区,80.0,南,2室1厅1卫,4530.0
整租·兴海家园日苑 1室1厅 南,大兴,西红门,兴海家园日苑,60.3,南,1室1厅1卫,5030.0
整租·国美第一城2号院 2室1厅 南,朝阳,朝青,国美第一城2号院,96.0,南,2室1厅2卫,8200.0
整租·龙湖唐宁one 1房间 南,海淀,五道口,龙湖唐宁one,51.0,南,1房间1卫,7700.0
整租·金隅可乐 2房间 西,朝阳,双桥,金隅可乐,55.0,西,2房间1卫,4630.0
整租·主场 1室1厅 北,朝阳,亚运村小营,主场,43.94,北,1室1厅1卫,7090.0
整租·金色漫香林四期 2室1厅 南/北,大兴,亦庄,金色漫香林四期,79.0,南北,2室1厅1卫,5000.0
整租·图景嘉园 2室1厅 南/北,海淀,海淀北部新区,图景嘉园,87.37,南北,2室1厅1卫,8000.0
整租·名都园 3室2厅 南/北,顺义,中央别墅区,名都园,145.0,南北,3室2厅2卫,14000.0
整租·首开国风美唐综合楼 1房间 西,昌平,回龙观,首开国风美唐综合楼,70.09,西,1房间1卫,8000.0
整租·北方明珠 1室1厅 东,昌平,立水桥,北方明珠,55.89,东,1室1厅1卫,5930.0
整租·金茂府南区 3房间 西,朝阳,大望路,金茂府南区,85.0,西,3房间1卫,14000.0
整租·西辛北区 3室1厅 南/北,顺义,顺义城,西辛北区,101.97,南北,3室1厅2卫,4700.0
整租·旭辉一合相 5室4厅 复式 南/北,大兴,瀛海,旭辉一合相,300.0,南北,5室4厅3卫,35000.0
整租·保利绿城·和锦诚园 3室2厅 南/西/北,大兴,瀛海,保利绿城·和锦诚园,117.0,南西北,3室2厅2卫,8000.0
整租·智慧大厦 1室1厅 北,海淀,小西天,智慧大厦,45.0,北,1室1厅1卫,7030.0
整租·茶贸国际中心 2房间 南,西城,马连道,茶贸国际中心,34.0,南,2房间1卫,4690.0
整租·定慧西里 1室1厅 南,海淀,定慧寺,定慧西里,52.0,南,1室1厅1卫,6930.0
整租·7克拉 3房间 东南,丰台,马家堡,7克拉,57.05,东南,3房间1卫,7360.0
整租·三元村 2室1厅 南/北,通州,武夷花园,三元村,75.0,南北,2室1厅1卫,3000.0
整租·芳园里 2室1厅 南,朝阳,酒仙桥,芳园里,54.95,南,2室1厅1卫,7130.0
整租·东亚印象台湖 2室1厅 南,通州,通州其它,东亚印象台湖,65.0,南,2室1厅1卫,3300.0
整租·晨月园 2室1厅 东,海淀,世纪城,晨月园,82.0,东,2室1厅1卫,8788.0
整租·中安盛业大厦 2室1厅 东北,朝阳,亚运村小营,中安盛业大厦,100.2,东北,2室1厅1卫,10600.0
整租·香悦四季 1室1厅 东,顺义,马坡,香悦四季,32.27,东,1室1厅1卫,2890.0
整租·奥森ONE 3室1厅 南/北,昌平,西三旗,奥森ONE,90.0,南北,3室1厅2卫,7000.0
整租·伯宁花园 4室1厅 东南,朝阳,农展馆,伯宁花园,147.54,东南,4室1厅2卫,21000.0
整租·水星园 1室1厅 西南,朝阳,太阳宫,水星园,77.0,西南,1室1厅1卫,11800.0
整租·安慧北里秀园 2室1厅 东,朝阳,亚运村,安慧北里秀园,50.01,东,2室1厅1卫,6545.0
整租·建业苑(松榆北路7号院) 2室1厅 南,朝阳,劲松,建业苑(松榆北路7号院),77.24,南,2室1厅1卫,7430.0
整租·南新园 1室1厅 东,朝阳,华威桥,南新园,38.0,东,1室1厅1卫,4860.0
整租·蓟门东里 2室1厅 东,海淀,知春路,蓟门东里,53.4,东,2室1厅1卫,7760.0
整租·棕榈泉国际公寓 2室1厅 西南,朝阳,朝阳公园,棕榈泉国际公寓,138.68,西南,2室1厅2卫,25000.0
整租·方丹苑 2室1厅 西北,朝阳,潘家园,方丹苑,87.0,西北,2室1厅1卫,8000.0
整租·金沟河5号院 2室1厅 南,海淀,五棵松,金沟河5号院,54.3,南,2室1厅1卫,6190.0
整租·香悦四季 4室2厅 南/北,顺义,马坡,香悦四季,138.76,南北,4室2厅2卫,6300.0
整租·嘉业大厦二期 3室1厅 东南,丰台,刘家窑,嘉业大厦二期,136.58,东南,3室1厅1卫,9000.0
整租·中信新城西区 3室2厅 南/北,大兴,亦庄开发区其它,中信新城西区,144.0,南北,3室2厅2卫,9900.0
整租·住总正华新国展满庭芳 3室1厅 南/北,顺义,中央别墅区,住总正华新国展满庭芳,104.35,南北,3室1厅1卫,6600.0
整租·碧水云天 3室2厅 南/北,海淀,万柳,碧水云天,160.97,南北,3室2厅2卫,32000.0
整租·炫特嘉园一期 1室0厅 南,朝阳,石佛营,炫特嘉园一期,47.0,南,1室0厅1卫,5000.0
整租·鸿业兴园二区 1室1厅 南,丰台,玉泉营,鸿业兴园二区,68.0,南,1室1厅1卫,6290.0
整租·奥林匹克花园二期 3室2厅 南/北,朝阳,东坝,奥林匹克花园二期,165.33,南北,3室2厅2卫,13500.0
整租·香悦四季 3房间 南,顺义,马坡,香悦四季,90.0,南,3房间1卫,4600.0
整租·六铺炕二区 3室1厅 东,西城,六铺炕,六铺炕二区,83.4,东,3室1厅1卫,11280.0
整租·蓝星花园 2室1厅 南/北,顺义,后沙峪,蓝星花园,135.0,南北,2室1厅2卫,6000.0
整租·路劲·御合院 2室2厅 南/北,大兴,大兴新机场洋房别墅区,路劲·御合院,89.52,南北,2室2厅2卫,2500.0
整租·双河北里 2室1厅 南/北,大兴,枣园,双河北里,60.0,南北,2室1厅1卫,3300.0
整租·后北营家园 1室1厅 南,通州,通州其它,后北营家园,50.0,南,1室1厅1卫,3300.0
整租·旭辉26街区 2房间 南,顺义,顺义其它,旭辉26街区,26.87,南,2房间1卫,3000.0
整租·枫丹壹号二期 4室2厅 南/北,亦庄开发区,亦庄开发区其它,枫丹壹号二期,218.0,南北,4室2厅4卫,35000.0
整租·大西洋新城E区 1室1厅 西,朝阳,望京,大西洋新城E区,67.39,西,1室1厅1卫,8630.0
整租·小关北里 2室1厅 南/北,朝阳,惠新西街,小关北里,60.25,南北,2室1厅1卫,7000.0
整租·新华联丽港 2室2厅 南/北,朝阳,酒仙桥,新华联丽港,119.84,南北,2室2厅2卫,12000.0
整租·社科院 2室1厅 西,朝阳,太阳宫,社科院,69.0,西,2室1厅1卫,7595.0
整租·小黄庄一区 2室1厅 南,东城,安贞,小黄庄一区,67.23,南,2室1厅1卫,8430.0
整租·航城广场 2房间 跃层 东,顺义,顺义其它,航城广场,41.0,东,2房间1卫,3700.0
整租·天通苑北三区 2室1厅 南/北,昌平,天通苑,天通苑北三区,109.0,南北,2室1厅1卫,5300.0
整租·八里庄北里 2室1厅 南/北,海淀,定慧寺,八里庄北里,57.1,南北,2室1厅1卫,6500.0
整租·远洋一方北润园 2室1厅 东南,朝阳,双桥,远洋一方北润园,82.83,东南,2室1厅1卫,6300.0
整租·天伦北里 2室1厅 东南,丰台,菜户营,天伦北里,78.4,东南,2室1厅1卫,6500.0
整租·海淀幸福里 3室2厅 南/北,海淀,海淀北部新区,海淀幸福里,134.62,南北,3室2厅2卫,11800.0
整租·世奥国际中心 1房间 南,朝阳,芍药居,世奥国际中心,71.0,南,1房间1卫,7500.0
整租·龙城花园北二区 2室1厅 南,昌平,回龙观,龙城花园北二区,63.04,南,2室1厅1卫,5860.0
整租·芳馨园 1室1厅 北,朝阳,国展,芳馨园,64.74,北,1室1厅1卫,6500.0
整租·稻香园 2室1厅 北,海淀,苏州桥,稻香园,86.12,北,2室1厅1卫,10590.0
整租·兴海园 3室2厅 南/北,大兴,瀛海,兴海园,90.9,南北,3室2厅1卫,4800.0
整租·龙锦苑四区 1室1厅 南/北,昌平,回龙观,龙锦苑四区,68.38,南北,1室1厅1卫,5200.0
整租·建清园 1室1厅 南/北,海淀,学院路,建清园,53.9,南北,1室1厅1卫,7100.0
整租·吕营嘉园C区 1室1厅 南/北,朝阳,十里河,吕营嘉园C区,58.0,南北,1室1厅1卫,4200.0
整租·环新北路 2室1厅 南/北,密云,鼓楼街道,环新北路,79.0,南北,2室1厅1卫,2000.0
整租·北三环中路43号院 2室1厅 南,海淀,马甸,北三环中路43号院,59.6,南,2室1厅1卫,8730.0
整租·金隅瑞和园 3室1厅 南/北,海淀,玉泉路,金隅瑞和园,100.0,南北,3室1厅1卫,9500.0
整租·光熙门北里 1室1厅 南,朝阳,西坝河,光熙门北里,39.05,南,1室1厅1卫,7490.0
整租·东亚首航国际 2房间 西,顺义,顺义其它,东亚首航国际,40.22,西,2房间1卫,3290.0
整租·南三环中路71号院 2室1厅 南,丰台,洋桥,南三环中路71号院,63.2,南,2室1厅1卫,5760.0
整租·金桥国际 1室1厅 北,东城,广渠门,金桥国际,54.41,北,1室1厅1卫,6000.0
整租·同兴园 3室1厅 东/南/北,大兴,西红门,同兴园,91.15,东南北,3室1厅1卫,5000.0
整租·香山新园A区 2室1厅 南/北,海淀,西山,香山新园A区,72.0,南北,2室1厅1卫,7200.0
整租·东亚五环国际 3房间 西北,大兴,旧宫,东亚五环国际,98.0,西北,3房间1卫,4800.0
整租·珠江阙 3室2厅 东/南,通州,武夷花园,珠江阙,152.64,东南,3室2厅2卫,18000.0
整租·未来66 1室0厅 东南,丰台,马家堡,未来66,54.55,东南,1室0厅1卫,4500.0
整租·红莲中里 2室1厅 北,西城,马连道,红莲中里,54.78,北,2室1厅1卫,6630.0
整租·京投银泰万科西华府 3室2厅 南/北,丰台,科技园区,京投银泰万科西华府,114.0,南北,3室2厅2卫,12000.0
整租·汽修一厂宿舍 1室1厅 南/北,朝阳,奥林匹克公园,汽修一厂宿舍,45.0,南北,1室1厅1卫,5500.0
整租·东恒时代三期 1室1厅 东,朝阳,四惠,东恒时代三期,62.96,东,1室1厅1卫,6500.0
整租·西坝河西里 2室1厅 南,朝阳,西坝河,西坝河西里,64.93,南,2室1厅1卫,6200.0
整租·圣馨家园 3室1厅 西南,朝阳,西坝河,圣馨家园,96.94,西南,3室1厅1卫,10600.0
整租·北京北 3室1厅 南/北,昌平,立水桥,北京北,86.0,南北,3室1厅1卫,6800.0
整租·东亚上北中心 2房间 东北,昌平,回龙观,东亚上北中心,57.0,东北,2房间1卫,4800.0
整租·青云上府 4室2厅 南/北,朝阳,中央别墅区,青云上府,160.0,南北,4室2厅2卫,22000.0
整租·酒仙桥十街坊 2室1厅 南/北,朝阳,酒仙桥,酒仙桥十街坊,57.51,南北,2室1厅1卫,6000.0
整租·安德路47号院 2室1厅 南/北,东城,安定门,安德路47号院,58.0,南北,2室1厅1卫,7100.0
整租·南庭新苑北区 2室1厅 南,丰台,新宫,南庭新苑北区,59.24,南,2室1厅1卫,5730.0
整租·塔院小区 2室1厅 南/北,海淀,牡丹园,塔院小区,68.58,南北,2室1厅1卫,8000.0
整租·酱油厂宿舍楼 3室1厅 南/北,海淀,紫竹桥,酱油厂宿舍楼,74.5,南北,3室1厅1卫,9300.0
整租·宣颐家园 1室1厅 南,大兴,旧宫,宣颐家园,42.42,南,1室1厅1卫,4330.0
整租·华威北里 2室1厅 东,朝阳,潘家园,华威北里,72.87,东,2室1厅1卫,7030.0
整租·金融街融汇 2室1厅 南,大兴,天宫院,金融街融汇,77.0,南,2室1厅1卫,4300.0
整租·红莲中里 2室1厅 南/北,西城,马连道,红莲中里,65.03,南北,2室1厅1卫,6500.0
整租·优品园 3室2厅 南/北,怀柔,怀柔,优品园,122.0,南北,3室2厅2卫,3200.0
整租·魏公村总政干休所 3室1厅 南,海淀,白石桥,魏公村总政干休所,103.26,南,3室1厅2卫,17630.0
整租·古城南路 2室1厅 南,石景山,古城,古城南路,43.43,南,2室1厅1卫,5990.0
整租·双花园南里 2室1厅 东,朝阳,双井,双花园南里,50.09,东,2室1厅1卫,6590.0
整租·金隅长安山麓 3室3厅 复式 南/北,海淀,玉泉路,金隅长安山麓,176.47,南北,3室3厅3卫,29000.0
整租·松榆里 1室1厅 西,朝阳,潘家园,松榆里,49.09,西,1室1厅1卫,5560.0
整租·世茂维拉 3室1厅 南/北,房山,长阳,世茂维拉,100.0,南北,3室1厅1卫,4500.0
整租·安慧北里安园 1室1厅 东/西,朝阳,亚运村,安慧北里安园,48.2,东西,1室1厅1卫,5000.0
整租·龙兴园北区 3室1厅 南/北,昌平,回龙观,龙兴园北区,131.04,南北,3室1厅1卫,6999.0
整租·富力城A区 2室2厅 南/北,朝阳,双井,富力城A区,92.26,南北,2室2厅1卫,13500.0
整租·海晟名苑南区 2室1厅 东,东城,工体,海晟名苑南区,119.37,东,2室1厅1卫,18000.0
整租·大屯里小区 2室1厅 南,朝阳,亚运村,大屯里小区,65.57,南,2室1厅1卫,7830.0
整租·尚东庭 3室2厅 南,通州,潞苑,尚东庭,221.5,南,3室2厅3卫,14000.0
整租·观音寺南里 3室1厅 南/北,大兴,观音寺,观音寺南里,80.0,南北,3室1厅1卫,3000.0
整租·嘉园一里 2室1厅 西南/北,丰台,马家堡,嘉园一里,62.99,西南北,2室1厅1卫,5500.0
整租·三里屯南 2室1厅 东/南/西,朝阳,三里屯,三里屯南,58.4,东南西,2室1厅1卫,8600.0
整租·义宾南区 2室1厅 南,顺义,顺义城,义宾南区,54.93,南,2室1厅1卫,3960.0
整租·安贞西里 1室1厅 北,朝阳,安贞,安贞西里,39.0,北,1室1厅1卫,5300.0
整租·兴隆家园 1室1厅 东南,朝阳,高碑店,兴隆家园,59.51,东南,1室1厅1卫,6330.0
整租·三里河东路 2室1厅 东/西,西城,月坛,三里河东路,86.3,东西,2室1厅1卫,11000.0
整租·润枫水尚东区 3室2厅 南/北,朝阳,朝青,润枫水尚东区,149.05,南北,3室2厅2卫,12000.0
整租·慧谷根园 4室2厅 南/北,朝阳,望京,慧谷根园,262.0,南北,4室2厅3卫,31000.0
整租·上第MOMA 3室2厅 东/南/北,海淀,上地,上第MOMA,157.3,东南北,3室2厅2卫,13500.0
整租·京投发展公园悦府一区 2室1厅 南,昌平,回龙观,京投发展公园悦府一区,93.27,南,2室1厅1卫,7660.0
整租·龙湾别墅 5室2厅 南,顺义,中央别墅区,龙湾别墅,550.0,南,5室2厅5卫,66000.0
整租·华业玫瑰郡 1室0厅 南,朝阳,石佛营,华业玫瑰郡,40.4,南,1室0厅1卫,6100.0
整租·世纪星家园 2室1厅 西,丰台,宋家庄,世纪星家园,96.74,西,2室1厅1卫,7660.0
整租·左右坊 1室1厅 西,丰台,马家堡,左右坊,36.11,西,1室1厅1卫,4879.0
整租·世界侨商中心 1室1厅 南,通州,北关,世界侨商中心,42.62,南,1室1厅1卫,4890.0
整租·兴海家园日苑 2室1厅 南/北,大兴,西红门,兴海家园日苑,78.0,南北,2室1厅1卫,4700.0
整租·汽修一厂宿舍 2室1厅 南,朝阳,奥林匹克公园,汽修一厂宿舍,60.15,南,2室1厅1卫,6790.0
整租·建新北区 2室1厅 南/北,顺义,顺义城,建新北区,97.1,南北,2室1厅1卫,4100.0
整租·树村丽景苑 1室1厅 东,海淀,马连洼,树村丽景苑,44.48,东,1室1厅1卫,6990.0
整租·北京经开壹中心 2室1厅 南,亦庄开发区,亦庄,北京经开壹中心,77.34,南,2室1厅1卫,5900.0
整租·美立方 3房间 东,朝阳,北苑,美立方,50.64,东,3房间1卫,6700.0
整租·莱茵河畔 3室2厅 复式 南/北,亦庄开发区,亦庄,莱茵河畔,133.88,南北,3室2厅2卫,7500.0
整租·莲花小区 2室1厅 西南,海淀,六里桥,莲花小区,132.19,西南,2室1厅2卫,9800.0
整租·叠翠庭苑 2室1厅 东,石景山,苹果园,叠翠庭苑,71.0,东,2室1厅1卫,6930.0
