标题,行政区,板块,小区,面积,朝向,户型,租金
整租·凤凰家园 2室2厅 南,红谷滩,凤凰洲,凤凰家园,80.0,南,2室2厅1卫,2000.0
整租·万科四季花城北区 2室2厅 南,高新区,新城吾悦,万科四季花城北区,94.0,南,2室2厅1卫,2000.0
整租·南昌中骏世界城 4室2厅 南,东湖区,李家庄,南昌中骏世界城,136.0,南,4室2厅2卫,3500.0
整租·恒大名都 3室2厅 东,高新区,新城吾悦,恒大名都,110.0,东,3室2厅1卫,2800.0
整租·艾溪湖一号 2室1厅 南/北,高新区,太子殿,艾溪湖一号,59.0,南北,2室1厅1卫,1600.0
整租·力高凤凰新天 2室1厅 南,红谷滩,庐山南大道,力高凤凰新天,40.0,南,2室1厅1卫,2500.0
整租·名仕花城 3室2厅 南,西湖区,朝阳洲,名仕花城,139.97,南,3室2厅1卫,3200.0
整租·洪客隆英伦联邦 1室1厅 南,经开区,紫荆路,洪客隆英伦联邦,50.0,南,1室1厅1卫,1200.0
整租·万科海上传奇锦湖居 1室1厅 南,高新区,新城吾悦,万科海上传奇锦湖居,38.0,南,1室1厅1卫,1700.0
整租·凤凰晴源 3室2厅 南,南昌县,莲塘,凤凰晴源,126.0,南,3室2厅1卫,1600.0
整租·九龙馨苑 3室2厅 南,红谷滩,绿地悦城,九龙馨苑,108.4,南,3室2厅1卫,2800.0
整租·长堎新村(五区) 2室2厅 南,新建区,红湾大道以南,长堎新村(五区),76.0,南,2室2厅1卫,1100.0
整租·恒大中心 3室2厅 南,高新区,新城吾悦,恒大中心,107.74,南,3室2厅0卫,4000.0
整租·天伦华庭 3室2厅 南/北,南昌县,昌南,天伦华庭,109.0,南北,3室2厅1卫,1200.0
整租·春和景明 3室2厅 南,南昌县,象湖,春和景明,89.0,南,3室2厅1卫,1800.0
整租·江西省人民政府大院 1室1厅 南,东湖区,人民公园,江西省人民政府大院,62.0,南,1室1厅1卫,1500.0
整租·青花东岸 2室1厅 南/北,高新区,太子殿,青花东岸,35.17,南北,2室1厅1卫,2000.0
整租·绿地启航社 1室1厅 南,红谷滩,岭口路,绿地启航社,45.0,南,1室1厅1卫,1300.0
整租·帝景湾洋城 4室2厅 南,湾里区,天宁路,帝景湾洋城,168.0,南,4室2厅2卫,1800.0
整租·绿地中央公园璞悦 3室2厅 南,新建区,红湾大道以南,绿地中央公园璞悦,99.0,南,3室2厅2卫,3200.0
整租·新力龙湾三期 3室2厅 东/东南/南,新建区,工学院,新力龙湾三期,90.0,东东南南,3室2厅1卫,1800.0
整租·白衣庵巷 1室1厅 南,西湖区,船山路,白衣庵巷,42.0,南,1室1厅1卫,1000.0
整租·居住主题公园-枫丹白鹭 3室2厅 南/北,南昌县,象湖,居住主题公园-枫丹白鹭,121.0,南北,3室2厅2卫,1600.0
整租·平利花园小区 2室1厅 南/北,南昌县,象湖,平利花园小区,50.0,南北,2室1厅1卫,1000.0
整租·金色学府 3室2厅 南,南昌县,莲塘,金色学府,92.0,南,3室2厅1卫,1800.0
整租·联泰香域滨江 2室2厅 南,红谷滩,学府大道,联泰香域滨江,89.0,南,2室2厅1卫,2600.0
整租·紫阳明珠 2室1厅 南,高新区,太子殿,紫阳明珠,99.27,南,2室1厅1卫,3600.0
整租·万达星城西区 2室1厅 南,红谷滩,翠苑路,万达星城西区,71.07,南,2室1厅1卫,2300.0
整租·江信国际花园 2室1厅 南,红谷滩,秋水广场,江信国际花园,71.0,南,2室1厅1卫,2200.0
整租·南天金源 3室2厅 南/北,经开区,紫荆路,南天金源,99.0,南北,3室2厅2卫,2200.0
整租·力高雍湖国际 1室1厅 东,高新区,艾溪湖东,力高雍湖国际,27.0,东,1室1厅1卫,1300.0
整租·第一街区 1室0厅 南,红谷滩,秋水广场,第一街区,29.0,南,1室0厅1卫,1000.0
整租·恒茂国际华城 1室1厅 南,西湖区,二七南,恒茂国际华城,40.0,南,1室1厅1卫,1300.0
整租·通源新建城A3 3室2厅 南/北,新建区,红谷滩,通源新建城A3,110.93,南北,3室2厅2卫,2500.0
整租·恒茂国际华城 1室1厅 南,西湖区,二七南,恒茂国际华城,40.0,南,1室1厅1卫,1800.0
整租·大士院住宅二区 2室1厅 南,东湖区,大士院,大士院住宅二区,60.0,南,2室1厅1卫,1800.0
整租·红苗小区 2室1厅 南,西湖区,洪城大市场,红苗小区,77.86,南,2室1厅1卫,1000.0
整租·天祥棕榈湾 2室2厅 南,南昌县,莲塘,天祥棕榈湾,85.0,南,2室2厅1卫,1500.0
整租·绿地外滩公馆 8室2厅 南,红谷滩,凤凰洲,绿地外滩公馆,526.21,南,8室2厅0卫,18500.0
整租·新力范 2室1厅 南,南昌县,莲塘,新力范,78.0,南,2室1厅1卫,1300.0
整租·东方巴黎 1室0厅 南/北,西湖区,朝阳洲,东方巴黎,24.74,南北,1室0厅1卫,1000.0
整租·万科金域国际 3室2厅 南,经开区,紫荆路,万科金域国际,90.0,南,3室2厅1卫,2100.0
整租·银河城水悦湾一区 5室2厅 南,南昌县,银三角,银河城水悦湾一区,150.3,南,5室2厅1卫,1200.0
整租·名门世家 1室1厅 南,红谷滩,秋水广场,名门世家,50.0,南,1室1厅1卫,1800.0
整租·红谷凯旋 4室2厅 南,红谷滩,秋水广场,红谷凯旋,130.21,南,4室2厅2卫,4000.0
整租·中海朝阳郡铂宫 3室2厅 南,西湖区,朝阳新城,中海朝阳郡铂宫,129.0,南,3室2厅2卫,2600.0
整租·鸿海溪园 2室1厅 南,高新区,高新管委会,鸿海溪园,56.56,南,2室1厅1卫,1800.0
整租·万科金域传奇 3室2厅 南,新建区,红湾大道以北,万科金域传奇,89.0,南,3室2厅1卫,1600.0
整租·景河星宫 3室2厅 南/北,青山湖区,,景河星宫,138.0,南北,3室2厅2卫,3000.0
整租·绿地中央公园 1室1厅 北,新建区,红湾大道以南,绿地中央公园,47.0,北,1室1厅1卫,2200.0
整租·城发红谷十二庭 3室2厅 南/北,新建区,红湾大道以南,城发红谷十二庭,89.0,南北,3室2厅1卫,2500.0
整租·九悦澜湾 2室2厅 南,新建区,望城新区,九悦澜湾,73.0,南,2室2厅1卫,1300.0
整租·汇仁阳光花园北区 4室2厅 南,南昌县,莲塘,汇仁阳光花园北区,126.0,南,4室2厅2卫,1800.0
整租·联发江岸汇景 2室2厅 南,红谷滩,岭口路,联发江岸汇景,106.43,南,2室2厅1卫,3200.0
整租·绿地中央公园江悦 3室2厅 南,新建区,红湾大道以南,绿地中央公园江悦,120.0,南,3室2厅2卫,4200.0
整租·万科红墅 3室2厅 南,青山湖区,,万科红墅,92.0,南,3室2厅1卫,1700.0
整租·君悦府 1室1厅 北,南昌县,莲塘,君悦府,50.0,北,1室1厅1卫,1300.0
整租·华润紫云府 3室2厅 南/北,新建区,红湾大道以南,华润紫云府,96.0,南北,3室2厅1卫,1600.0
整租·绿地国博滨江公馆 1室1厅 西,红谷滩,绿地国博,绿地国博滨江公馆,27.0,西,1室1厅1卫,1200.0
整租·商城世纪村 3室2厅 南,红谷滩,翠苑路,商城世纪村,110.0,南,3室2厅2卫,2600.0
整租·绿地国博滨江公馆 1室1厅 西,红谷滩,绿地国博,绿地国博滨江公馆,27.0,西,1室1厅1卫,1200.0
整租·绿地国博滨江公馆 1室1厅 西,红谷滩,绿地国博,绿地国博滨江公馆,33.0,西,1室1厅1卫,1400.0
整租·仕中心 1室0厅 南,西湖区,船山路,仕中心,50.6,南,1室0厅1卫,1600.0
整租·滨江明珠 1室1厅 南,西湖区,朝阳洲,滨江明珠,44.9,南,1室1厅1卫,2200.0
整租·香江佳苑 4室2厅 南,东湖区,樟树林,香江佳苑,144.0,南,4室2厅2卫,4500.0
整租·锦苑春天 3室2厅 南,东湖区,滨江中心,锦苑春天,143.0,南,3室2厅2卫,3200.0
整租·新力上园 3室2厅 南,南昌县,象湖,新力上园,89.0,南,3室2厅1卫,2300.0
整租·新城吾悦公馆 1室1厅 北,高新区,新城吾悦,新城吾悦公馆,40.0,北,1室1厅1卫,1200.0
整租·万科玖里 3室2厅 南,经开区,庐山南大道,万科玖里,108.0,南,3室2厅1卫,3000.0
整租·绿地悦城E区 3室2厅 南,红谷滩,绿地悦城,绿地悦城E区,143.0,南,3室2厅2卫,3200.0
整租·联发万科海上明月 3室1厅 南,高新区,新力时代广场,联发万科海上明月,89.0,南,3室1厅1卫,2000.0
整租·恒茂梦时代广场（北京东路308号） 1室1厅 南,青山湖区,顺外路,恒茂梦时代广场（北京东路308号）,50.72,南,1室1厅1卫,2000.0
整租·盛世华庭东区 3室2厅 南,经开区,黄家湖,盛世华庭东区,89.0,南,3室2厅1卫,2800.0
整租·凤凰城凤鸣苑 2室2厅 南,红谷滩,凤凰洲,凤凰城凤鸣苑,85.54,南,2室2厅1卫,2200.0
整租·南天阳光西区 3室2厅 南/西南,经开区,黄家湖,南天阳光西区,78.0,南西南,3室2厅1卫,1800.0
整租·十里庙王家大院 3室2厅 南/北,西湖区,朝阳新城,十里庙王家大院,128.0,南北,3室2厅2卫,1800.0
整租·滨江首府 1室1厅 南,东湖区,东湖区,滨江首府,43.35,南,1室1厅1卫,2300.0
整租·红谷新城 2室1厅 北,新建区,红湾大道以南,红谷新城,34.0,北,2室1厅1卫,1600.0
整租·景城名郡 3室2厅 南/北,南昌县,象湖,景城名郡,120.0,南北,3室2厅2卫,2500.0
整租·红谷世纪花园B区 2室2厅 南,红谷滩,红谷滩万达,红谷世纪花园B区,98.0,南,2室2厅2卫,2200.0
整租·豆豉巷 1室1厅 东南,西湖区,船山路,豆豉巷,50.0,东南,1室1厅1卫,1000.0
整租·红谷经典 1室0厅 东南,红谷滩,秋水广场,红谷经典,45.0,东南,1室0厅1卫,2100.0
整租·城开国际学园 1室1厅 南,新建区,红湾大道以南,城开国际学园,50.0,南,1室1厅1卫,1200.0
整租·万科城四期 3室2厅 南,青山湖区,顺外路,万科城四期,122.0,南,3室2厅2卫,2400.0
整租·嘉彭公寓 3室2厅 南,青山湖区,顺外路,嘉彭公寓,145.0,南,3室2厅2卫,2500.0
整租·紫金园东区 3室2厅 南/北,红谷滩,学府大道,紫金园东区,141.0,南北,3室2厅2卫,3000.0
整租·省委北院小区 2室1厅 南,东湖区,滨江中心,省委北院小区,65.0,南,2室1厅1卫,2000.0
整租·保利洪源泰府 3室2厅 南,青云谱区,洪都,保利洪源泰府,111.92,南,3室2厅2卫,2800.0
整租·蓝天郡 1室1厅 南,青云谱区,徐家坊,蓝天郡,50.0,南,1室1厅1卫,1100.0
整租·红谷经典 1室0厅 东南,红谷滩,秋水广场,红谷经典,45.0,东南,1室0厅1卫,2100.0
整租·博泰江滨 1室1厅 南,红谷滩,秋水广场,博泰江滨,54.23,南,1室1厅1卫,2480.0
整租·汇景名居 4室2厅 东/东南,新建区,红湾大道以南,汇景名居,142.0,东东南,4室2厅2卫,1600.0
整租·红星中奥广场 4室2厅 南,南昌县,象湖,红星中奥广场,125.36,南,4室2厅2卫,2500.0
整租·新世界广场 5室1厅 西南,西湖区,朝阳洲,新世界广场,163.0,西南,5室1厅1卫,3600.0
整租·澜湖御景 4室2厅 南/北,南昌县,象湖,澜湖御景,118.0,南北,4室2厅2卫,2600.0
整租·城市经典 2室2厅 南,西湖区,十字街,城市经典,118.0,南,2室2厅1卫,2500.0
整租·力高澜湖郡 1室1厅 西南,南昌县,象湖,力高澜湖郡,50.0,西南,1室1厅1卫,1500.0
整租·天赐良园 3室2厅 南/北,红谷滩,庐山南大道,天赐良园,128.0,南北,3室2厅2卫,3000.0
整租·中央香榭 2室1厅 南,红谷滩,学府大道,中央香榭,82.0,南,2室1厅1卫,2800.0
整租·恒茂国际都会 3室2厅 南/北,青山湖区,顺外路,恒茂国际都会,113.94,南北,3室2厅2卫,3500.0
整租·南昌红谷滩万达广场 3室2厅 南,红谷滩,红谷滩万达,南昌红谷滩万达广场,203.0,南,3室2厅1卫,10000.0
整租·星河国际（洪城路778号） 1室1厅 南,西湖区,洪城大市场,星河国际（洪城路778号）,40.0,南,1室1厅1卫,1100.0
整租·关马祠 2室1厅 南/北,东湖区,滕王阁,关马祠,58.6,南北,2室1厅1卫,1600.0
整租·万科玖里 3室2厅 南/北,经开区,庐山南大道,万科玖里,99.0,南北,3室2厅2卫,2800.0
整租·伟梦清水湾 3室2厅 南,南昌县,象湖,伟梦清水湾,85.0,南,3室2厅1卫,1500.0
整租·力高雍湖国际 2室1厅 南,高新区,艾溪湖东,力高雍湖国际,31.0,南,2室1厅1卫,1500.0
整租·民德路 2室1厅 东/西南/西,东湖区,八一公园,民德路,76.0,东西南西,2室1厅1卫,1500.0
整租·洪都中大道 2室2厅 南,青山湖区,,洪都中大道,66.0,南,2室2厅1卫,1200.0
整租·新旅明樾府南苑 4室2厅 南,红谷滩,西客站,新旅明樾府南苑,130.0,南,4室2厅2卫,3000.0
整租·莱蒙五期熙梦城 1室1厅 南,红谷滩,秋水广场,莱蒙五期熙梦城,48.0,南,1室1厅1卫,3200.0
整租·华宇尚城 2室1厅 南,南昌县,昌南,华宇尚城,86.0,南,2室1厅1卫,1300.0
整租·恒天时尚中心 1室1厅 南,红谷滩,绿地悦城,恒天时尚中心,53.0,南,1室1厅1卫,1600.0
整租·万科海上传奇锦湖居 2室1厅 北,高新区,新城吾悦,万科海上传奇锦湖居,48.0,北,2室1厅1卫,1600.0
整租·万科粹叠园 3室2厅 东,红谷滩,绿地悦城,万科粹叠园,114.0,东,3室2厅1卫,3000.0
整租·艾溪康桥 2室1厅 南,高新区,新城吾悦,艾溪康桥,54.94,南,2室1厅1卫,1700.0
整租·新力星塘湾 1室1厅 复式 北,南昌县,向塘,新力星塘湾,48.0,北,1室1厅1卫,1200.0
整租·保集半岛御河湾二期 4室2厅 南,南昌县,象湖,保集半岛御河湾二期,121.0,南,4室2厅1卫,2000.0
整租·风雅蓝山 4室2厅 南/北,新建区,望城新区,风雅蓝山,135.0,南北,4室2厅2卫,1500.0
整租·凤凰城凤鸣苑 3室2厅 东/东南,红谷滩,凤凰洲,凤凰城凤鸣苑,141.0,东东南,3室2厅2卫,3500.0
整租·红谷世纪花园B区 2室1厅 南,红谷滩,红谷滩万达,红谷世纪花园B区,70.0,南,2室1厅1卫,2000.0
整租·恒大御澜府 3室2厅 南,高新区,新城吾悦,恒大御澜府,104.0,南,3室2厅1卫,3000.0
整租·南天阳光西区 3室2厅 南,经开区,黄家湖,南天阳光西区,92.0,南,3室2厅1卫,2000.0
整租·大士院住宅二区 2室1厅 南,东湖区,大士院,大士院住宅二区,57.0,南,2室1厅1卫,1000.0
整租·中大云锦苑 3室2厅 南,西湖区,朝阳新城,中大云锦苑,101.0,南,3室2厅1卫,2700.0
整租·名门世家 2室2厅 南,红谷滩,秋水广场,名门世家,102.0,南,2室2厅1卫,2600.0
整租·江西财经大学蛟桥园北区 2室1厅 南/北,经开区,蛟桥,江西财经大学蛟桥园北区,73.0,南北,2室1厅1卫,1600.0
整租·万科金域国际 3室2厅 南,经开区,紫荆路,万科金域国际,88.0,南,3室2厅1卫,2100.0
整租·联发江岸汇景 3室2厅 南/北,红谷滩,岭口路,联发江岸汇景,110.0,南北,3室2厅2卫,4000.0
整租·绿地新都会 3室2厅 南/北,高新区,太子殿,绿地新都会,102.0,南北,3室2厅1卫,3200.0
整租·凤凰苑 2室2厅 东南,红谷滩,庐山南大道,凤凰苑,93.0,东南,2室2厅1卫,2300.0
整租·力高国际城四期 3室2厅 南,南昌县,象湖,力高国际城四期,89.0,南,3室2厅1卫,1500.0
整租·银亿上尚城北区 3室2厅 南,南昌县,象湖,银亿上尚城北区,98.0,南,3室2厅1卫,1800.0
整租·万达文化旅游城A1区 1室1厅 南,红谷滩,万达育新,万达文化旅游城A1区,109.31,南,1室1厅1卫,1600.0
整租·西街锦宸 2室2厅 南,新建区,红湾大道以南,西街锦宸,90.0,南,2室2厅1卫,1200.0
整租·江铃瓦良格 3室2厅 南,南昌县,银三角,江铃瓦良格,118.0,南,3室2厅2卫,1600.0
整租·力高凤凰新天 2室1厅 南,红谷滩,庐山南大道,力高凤凰新天,40.0,南,2室1厅1卫,2400.0
整租·红谷峰尚 1室1厅 复式 南/北,新建区,红湾大道以南,红谷峰尚,38.0,南北,1室1厅1卫,1800.0
整租·象山北路 2室1厅 南/北,东湖区,八一公园,象山北路,68.0,南北,2室1厅1卫,1200.0
整租·红谷新城 3室2厅 南,新建区,红湾大道以南,红谷新城,103.0,南,3室2厅1卫,2200.0
整租·商城凤凰印象 3室2厅 南,红谷滩,凤凰洲,商城凤凰印象,113.0,南,3室2厅2卫,3000.0
整租·新力铂园 3室2厅 南/北,红谷滩,西客站,新力铂园,108.0,南北,3室2厅2卫,2600.0
整租·新里梵顿公馆凡尔赛区 2室2厅 东南,红谷滩,岭口路,新里梵顿公馆凡尔赛区,90.0,东南,2室2厅1卫,3500.0
整租·永惠漫谷 1室1厅 南/北,湾里区,湾里,永惠漫谷,52.0,南北,1室1厅1卫,1000.0
整租·新城吾悦公馆 1室1厅 南/北,高新区,新城吾悦,新城吾悦公馆,40.0,南北,1室1厅1卫,1800.0
整租·万科白鹿书院 1室1厅 东南,青山湖区,顺外路,万科白鹿书院,30.11,东南,1室1厅1卫,1350.0
整租·丰和苑小区 2室1厅 南,红谷滩,红谷滩万达,丰和苑小区,85.0,南,2室1厅1卫,2000.0
整租·世茂水城 1室1厅 南,红谷滩,学府大道,世茂水城,42.0,南,1室1厅1卫,2100.0
整租·凤凰花园东区 1室1厅 南/北,红谷滩,凤凰洲,凤凰花园东区,40.0,南北,1室1厅1卫,1350.0
整租·贵都国际花城小区 2室2厅 南,南昌县,银三角,贵都国际花城小区,92.0,南,2室2厅1卫,1100.0
整租·空港花苑 3室2厅 南/北,西湖区,朝阳洲,空港花苑,120.0,南北,3室2厅1卫,2000.0
整租·星河汇 1室1厅 东,红谷滩,秋水广场,星河汇,40.3,东,1室1厅1卫,2300.0
整租·滨江豪园 2室2厅 南,红谷滩,秋水广场,滨江豪园,113.0,南,2室2厅1卫,3000.0
整租·中大云锦苑 4室2厅 南,西湖区,朝阳新城,中大云锦苑,139.71,南,4室2厅2卫,3600.0
整租·西船住宅小区 3室2厅 南,西湖区,朝阳洲,西船住宅小区,130.0,南,3室2厅1卫,2000.0
整租·金阳光大厦（南京西路298号277号） 3室2厅 南,东湖区,人民公园,金阳光大厦（南京西路298号277号）,135.22,南,3室2厅1卫,2600.0
整租·东亚朝阳SOHO 1室1厅 南,西湖区,朝阳新城,东亚朝阳SOHO,40.0,南,1室1厅1卫,1300.0
整租·香缇溪岸 2室1厅 南,青山湖区,顺外路,香缇溪岸,91.19,南,2室1厅1卫,1800.0
整租·恒大城 3室2厅 南/北,南昌县,象湖,恒大城,111.03,南北,3室2厅1卫,1800.0
整租·金桂花园小区 2室2厅 南,南昌县,莲塘,金桂花园小区,89.0,南,2室2厅1卫,1400.0
整租·金科集美阳光 3室2厅 南,经开区,紫荆路,金科集美阳光,108.0,南,3室2厅1卫,2200.0
整租·路通沁园 3室2厅 南/北,高新区,艾溪湖东,路通沁园,83.66,南北,3室2厅1卫,2500.0
整租·伟梦清水湾 2室2厅 南,南昌县,象湖,伟梦清水湾,89.0,南,2室2厅1卫,1300.0
整租·恒天时尚中心 1室1厅 南,红谷滩,绿地悦城,恒天时尚中心,54.0,南,1室1厅1卫,1800.0
整租·秦胜小区 2室2厅 南,青山湖区,顺外路,秦胜小区,85.0,南,2室2厅1卫,1200.0
整租·力高凤凰新天 1室1厅 南,红谷滩,庐山南大道,力高凤凰新天,40.0,南,1室1厅1卫,3500.0
整租·力高御景天城 2室1厅 跃层 南,红谷滩,西客站,力高御景天城,39.0,南,2室1厅1卫,1900.0
整租·中兴和园西区 2室2厅 南,高新区,新力时代广场,中兴和园西区,85.0,南,2室2厅1卫,2450.0
整租·力高御景天城 2室1厅 跃层 南,红谷滩,西客站,力高御景天城,37.0,南,2室1厅1卫,1900.0
整租·恒大城 4室2厅 南,南昌县,象湖,恒大城,144.6,南,4室2厅2卫,3000.0
整租·文一锦门香溪南岸 3室2厅 南,青山湖区,顺外路,文一锦门香溪南岸,111.0,南,3室2厅2卫,3000.0
整租·江信住宅小区 3室2厅 南/北,西湖区,二七南,江信住宅小区,135.0,南北,3室2厅2卫,2600.0
整租·联泰梧桐庄园 3室2厅 南,红谷滩,学府大道,联泰梧桐庄园,118.0,南,3室2厅2卫,4500.0
整租·幸福誉品 3室2厅 南/北,南昌县,象湖,幸福誉品,115.0,南北,3室2厅2卫,2000.0
整租·名门世家 3室2厅 东南,红谷滩,秋水广场,名门世家,101.0,东南,3室2厅1卫,4000.0
整租·丰和大厦 2室2厅 南/北,红谷滩,红谷滩万达,丰和大厦,103.0,南北,2室2厅1卫,4600.0
整租·滨江上品 3室2厅 南,南昌县,象湖,滨江上品,89.0,南,3室2厅1卫,1500.0
整租·国贸天琴湾东区 4室2厅 南/北,西湖区,朝阳新城,国贸天琴湾东区,174.14,南北,4室2厅2卫,5000.0
整租·万科白鹿书院 1室1厅 南/北,青山湖区,顺外路,万科白鹿书院,31.0,南北,1室1厅1卫,1500.0
整租·万科城一二期 3室2厅 南/北,青山湖区,顺外路,万科城一二期,93.0,南北,3室2厅1卫,2200.0
整租·万科白鹿书院 1室1厅 南/北,青山湖区,顺外路,万科白鹿书院,31.0,南北,1室1厅1卫,1500.0
整租·南部美的城 3室1厅 南,南昌县,银三角,南部美的城,89.0,南,3室1厅1卫,1000.0
整租·名门世家 1室1厅 南/北,红谷滩,秋水广场,名门世家,56.0,南北,1室1厅1卫,1600.0
整租·平安象湖风情水亭居 2室2厅 南,南昌县,象湖,平安象湖风情水亭居,89.0,南,2室2厅1卫,1400.0
整租·居住主题公园-枫林美庐 2室1厅 南,南昌县,象湖,居住主题公园-枫林美庐,90.0,南,2室1厅1卫,1500.0
整租·世纪风情3期 1室1厅 南,青山湖区,顺外路,世纪风情3期,45.0,南,1室1厅1卫,1600.0
整租·赣江紫悦荟 2室1厅 南,高新区,太子殿,赣江紫悦荟,39.0,南,2室1厅1卫,1800.0
整租·红谷滩丽景小区 3室1厅 南,红谷滩,翠苑路,红谷滩丽景小区,120.0,南,3室1厅1卫,1600.0
整租·长堎新村12区 1室1厅 南,新建区,红湾大道以南,长堎新村12区,59.0,南,1室1厅1卫,1100.0
整租·沿海丽水佳园 2室2厅 北,新建区,红湾大道以南,沿海丽水佳园,88.0,北,2室2厅1卫,1300.0
整租·银亿上尚城南区 3室2厅 南,南昌县,象湖,银亿上尚城南区,110.0,南,3室2厅2卫,1600.0
整租·金科集美阳光 3室2厅 南/北,经开区,紫荆路,金科集美阳光,92.0,南北,3室2厅1卫,1600.0
整租·力高国际城四期 3室2厅 南/北,南昌县,象湖,力高国际城四期,118.0,南北,3室2厅2卫,1300.0
整租·天赐良园 3室2厅 南,红谷滩,庐山南大道,天赐良园,116.5,南,3室2厅2卫,2800.0
整租·江纺住宅七区 2室1厅 南,青山湖区,江坊,江纺住宅七区,66.26,南,2室1厅1卫,1000.0
整租·东方明珠城铂金区 1室1厅 南,青云谱区,洪都,东方明珠城铂金区,53.0,南,1室1厅1卫,1300.0
整租·海域香庭三期 4室2厅 南/北,红谷滩,学府大道,海域香庭三期,154.0,南北,4室2厅2卫,7000.0
整租·万达星城西区 1室1厅 南/北,红谷滩,翠苑路,万达星城西区,37.0,南北,1室1厅1卫,1500.0
整租·伟梦清水湾 3室2厅 南,南昌县,象湖,伟梦清水湾,153.0,南,3室2厅2卫,1600.0
整租·和昌莱蒙熙梦里 1室1厅 LOFT 南,红谷滩,秋水广场,和昌莱蒙熙梦里,56.0,南,1室1厅1卫,3500.0
整租·联泰香域尚城 1室1厅 复式 北,红谷滩,岭口路,联泰香域尚城,42.0,北,1室1厅1卫,1800.0
整租·谌家坊花园北苑 2室2厅 南,东湖区,李家庄,谌家坊花园北苑,93.0,南,2室2厅1卫,1500.0
整租·绿地悦城F区 3室2厅 南/北,红谷滩,绿地悦城,绿地悦城F区,143.09,南北,3室2厅2卫,3800.0
整租·世纪乐活公元城二期欢乐颂 3室2厅 南/北,新建区,红湾大道以北,世纪乐活公元城二期欢乐颂,96.0,南北,3室2厅1卫,1800.0
整租·联发时代天悦 3室2厅 南,南昌县,象湖,联发时代天悦,89.0,南,3室2厅1卫,1700.0
整租·新力雅园 3室2厅 南,西湖区,朝阳新城,新力雅园,109.41,南,3室2厅2卫,3500.0
整租·名门世家 3室2厅 南/西,红谷滩,秋水广场,名门世家,95.0,南西,3室2厅1卫,2600.0
整租·力高雍湖国际 1室1厅 LOFT 南,高新区,艾溪湖东,力高雍湖国际,39.0,南,1室1厅1卫,1400.0
整租·红谷凯旋 1室1厅 南,红谷滩,秋水广场,红谷凯旋,36.0,南,1室1厅0卫,1700.0
整租·恒大城 3室2厅 南,南昌县,象湖,恒大城,110.0,南,3室2厅1卫,1800.0
整租·青岚嘉园 2室2厅 南,经开区,紫荆路,青岚嘉园,71.0,南,2室2厅1卫,1000.0
整租·翰园小区 2室1厅 南/北,高新区,太子殿,翰园小区,80.0,南北,2室1厅1卫,1600.0
整租·锦尚都会 3室3厅 南,南昌县,象湖,锦尚都会,95.0,南,3室3厅1卫,1800.0
整租·江西奥林匹克花园 2室2厅 南,南昌县,象湖,江西奥林匹克花园,89.0,南,2室2厅1卫,1200.0
整租·江铃卡卡公寓 1室1厅 南,高新区,新城吾悦,江铃卡卡公寓,41.0,南,1室1厅1卫,1500.0
整租·商城世纪村 2室2厅 南/北,红谷滩,翠苑路,商城世纪村,90.0,南北,2室2厅1卫,2800.0
整租·央央春天 1室1厅 南,东湖区,贤士湖,央央春天,63.7,南,1室1厅1卫,2700.0
整租·江铃底特律新城 3室2厅 南/北,南昌县,银三角,江铃底特律新城,96.0,南北,3室2厅1卫,1000.0
整租·恒大华府 3室2厅 南,西湖区,朝阳新城,恒大华府,108.0,南,3室2厅1卫,3500.0
整租·万科时一区 1室1厅 南,红谷滩,庐山南大道,万科时一区,35.0,南,1室1厅1卫,2500.0
整租·皇冠国际花园 1室1厅 西,西湖区,朝阳洲,皇冠国际花园,52.9,西,1室1厅1卫,1300.0
整租·红谷新城 3室2厅 南,新建区,红湾大道以南,红谷新城,86.0,南,3室2厅1卫,2200.0
整租·绿腾雅苑 1室1厅 东南/南,经开区,紫荆路,绿腾雅苑,54.0,东南南,1室1厅1卫,1200.0
整租·高能金域名都 1室1厅 南/北,青山湖区,,高能金域名都,29.39,南北,1室1厅1卫,1200.0
整租·杨家厂 3室2厅 南/北,东湖区,八一公园,杨家厂,96.18,南北,3室2厅1卫,1500.0
整租·海伦广场 4室2厅 南,新建区,望城新区,海伦广场,135.0,南,4室2厅2卫,1500.0
整租·保集半岛一期 5室3厅 复式 南,南昌县,象湖,保集半岛一期,89.0,南,5室3厅2卫,2500.0
整租·保利和光瑞府 4室2厅 南,青云谱区,洪都,保利和光瑞府,121.0,南,4室2厅2卫,2600.0
整租·恒茂国际华城 3室0厅 南,西湖区,二七南,恒茂国际华城,209.91,南,3室0厅0卫,8000.0
整租·伟梦清水湾 4室2厅 南,南昌县,象湖,伟梦清水湾,137.0,南,4室2厅3卫,1000.0
整租·盛世华庭西区 12室2厅 南/北,经开区,黄家湖,盛世华庭西区,389.03,南北,12室2厅2卫,10000.0
整租·城发红谷十二庭 3室2厅 南,新建区,红湾大道以南,城发红谷十二庭,129.0,南,3室2厅1卫,3200.0
整租·江西省兽药饲料监察所宿舍 2室1厅 南,青山湖区,塘山广场,江西省兽药饲料监察所宿舍,79.79,南,2室1厅1卫,1200.0
整租·象山南路 2室1厅 南,西湖区,船山路,象山南路,72.0,南,2室1厅1卫,1500.0
整租·康城一期 4室2厅 复式 南/北,南昌县,莲塘,康城一期,167.0,南北,4室2厅2卫,1500.0
