标题,行政区,板块,小区,面积,朝向,户型,租金
整租·祥和星宇花园(二期) 2室2厅 西南,普陀,桃浦,祥和星宇花园(二期),91.05,西南,2室2厅1卫,7500.0
整租·陈家宅小区(潍坊西路) 1室1厅 东南,浦东,陆家嘴,陈家宅小区(潍坊西路),52.49,东南,1室1厅1卫,5800.0
整租·金悦华庭 2室2厅 南,金山,金山新城,金悦华庭,89.0,南,2室2厅1卫,3000.0
整租·中环财富杰座 3室1厅 东,嘉定,丰庄,中环财富杰座,76.4,东,3室1厅1卫,5500.0
整租·耀华小区 1室1厅 北,长宁,中山公园,耀华小区,31.54,北,1室1厅1卫,4660.0
整租·虹欣小区 1室1厅 南,长宁,古北,虹欣小区,37.16,南,1室1厅1卫,4300.0
整租·泰翔嘉苑 2室1厅 南,嘉定,南翔,泰翔嘉苑,68.0,南,2室1厅1卫,3700.0
整租·杨思路502弄 1室1厅 南/北,浦东,杨思前滩,杨思路502弄,38.93,南北,1室1厅1卫,5500.0
整租·伊犁小区 2室1厅 东,长宁,虹桥,伊犁小区,63.59,东,2室1厅2卫,8000.0
整租·宁阳小区 1室1厅 南,浦东,塘桥,宁阳小区,35.93,南,1室1厅1卫,4790.0
整租·虹桥小区 1室1厅 南,长宁,虹桥,虹桥小区,35.74,南,1室1厅1卫,5200.0
整租·裕鸿佳苑(安寓路99弄) 2室2厅 南,崇明,陈家镇,裕鸿佳苑(安寓路99弄),85.0,南,2室2厅1卫,2000.0
整租·万源城逸郡 3室1厅 南,闵行,古美,万源城逸郡,134.5,南,3室1厅1卫,14730.0
整租·双辽新村 1室1厅 南,杨浦,鞍山,双辽新村,37.0,南,1室1厅1卫,4560.0
整租·华业大厦 4室3厅 南,徐汇,斜土路,华业大厦,232.38,南,4室3厅3卫,28000.0
整租·绿地新干线 2室2厅 南/北,闵行,颛桥,绿地新干线,83.87,南北,2室2厅1卫,4500.0
整租·慈竹路69弄 2室1厅 南,嘉定,菊园新区,慈竹路69弄,72.43,南,2室1厅1卫,3000.0
整租·新虹桥首府(公寓) 3室2厅 南,松江,九亭,新虹桥首府(公寓),118.66,南,3室2厅2卫,7800.0
整租·同进理想城 1室1厅 西,普陀,桃浦,同进理想城,42.0,西,1室1厅1卫,3930.0
整租·曲沃路35弄 1室1厅 南,静安,彭浦,曲沃路35弄,35.43,南,1室1厅1卫,3800.0
整租·新华红星国际广场 2室2厅 西,闵行,金汇,新华红星国际广场,82.43,西,2室2厅2卫,10000.0
整租·崧泽华城佳福雅苑（六区） 1室1厅 南,青浦,赵巷,崧泽华城佳福雅苑（六区）,56.0,南,1室1厅1卫,3730.0
整租·肇嘉浜路853弄 2室1厅 南/北,徐汇,徐家汇,肇嘉浜路853弄,49.99,南北,2室1厅1卫,8500.0
整租·伟业金锦苑三村 1室1厅 南,浦东,金桥,伟业金锦苑三村,57.25,南,1室1厅1卫,5300.0
整租·澳丽映象 3室2厅 南/北,嘉定,安亭,澳丽映象,136.0,南北,3室2厅2卫,4400.0
整租·君悦湾 4室2厅 南,青浦,徐泾,君悦湾,133.63,南,4室2厅2卫,9500.0
整租·尚品华庭 3室2厅 南/北,闵行,华漕,尚品华庭,99.0,南北,3室2厅1卫,10500.0
整租·卓悦居 3室2厅 南,静安,不夜城,卓悦居,120.59,南,3室2厅2卫,18200.0
整租·曹杨六村(沙溪园) 1室0厅 南,普陀,曹杨,曹杨六村(沙溪园),28.89,南,1室0厅1卫,3500.0
整租·正荣·悦珑府 3室1厅 南,嘉定,安亭,正荣·悦珑府,90.0,南,3室1厅1卫,3700.0
整租·博泰新苑 3室2厅 南/北,嘉定,安亭,博泰新苑,133.55,南北,3室2厅2卫,4000.0
整租·罗山八村 2室1厅 南,浦东,金杨,罗山八村,74.24,南,2室1厅1卫,6500.0
整租·万业紫辰苑 2室2厅 南,宝山,杨行,万业紫辰苑,85.66,南,2室2厅1卫,5000.0
整租·仁恒滨江园 5室2厅 复式 南,浦东,陆家嘴,仁恒滨江园,273.38,南,5室2厅3卫,38000.0
整租·乾溪新村 1室1厅 南,宝山,大场镇,乾溪新村,45.39,南,1室1厅1卫,4100.0
整租·金臣颐墅 4室2厅 复式 南,青浦,赵巷,金臣颐墅,474.92,南,4室2厅4卫,16000.0
整租·康定路841号 1室1厅 复式 南,静安,曹家渡,康定路841号,25.0,南,1室1厅1卫,4800.0
整租·鹤北新村 2室1厅 南,闵行,老闵行,鹤北新村,56.39,南,2室1厅1卫,4190.0
整租·上城Uptown 4室2厅 南/西南,长宁,古北,上城Uptown,182.26,南西南,4室2厅2卫,23000.0
整租·古北菊翔苑(菊联路232弄) 2室1厅 南/北,宝山,顾村,古北菊翔苑(菊联路232弄),73.14,南北,2室1厅1卫,4200.0
整租·中房森林别墅 5室3厅 复式 南,闵行,马桥,中房森林别墅,549.27,南,5室3厅6卫,36000.0
整租·平吉一村 2室1厅 南,闵行,古美,平吉一村,68.71,南,2室1厅1卫,5300.0
整租·纺大小区 1室1厅 南,长宁,新华路,纺大小区,37.32,南,1室1厅1卫,5150.0
整租·华和民祥园（北园） 1室1厅 南,普陀,桃浦,华和民祥园（北园）,58.12,南,1室1厅1卫,6430.0
整租·东照里 4室2厅 南,虹口,鲁迅公园,东照里,146.1,南,4室2厅2卫,19000.0
整租·众秀新家园 2室1厅 南,闵行,颛桥,众秀新家园,64.0,南,2室1厅2卫,5260.0
整租·吉云公寓 2室1厅 南,浦东,联洋,吉云公寓,77.62,南,2室1厅1卫,7500.0
整租·临沂三村 2室1厅 南,浦东,南码头,临沂三村,57.13,南,2室1厅1卫,6990.0
整租·三湘四季花城 3室2厅 南,松江,松江大学城,三湘四季花城,123.0,南,3室2厅1卫,6200.0
整租·新黄小区 2室1厅 南,普陀,甘泉宜川,新黄小区,50.6,南,2室1厅1卫,5630.0
整租·天山五村(旧) 1室1厅 北,长宁,天山,天山五村(旧),28.0,北,1室1厅1卫,4930.0
整租·大林大楼 2室1厅 东南/南,黄浦,老西门,大林大楼,62.69,东南南,2室1厅1卫,12000.0
整租·禹洲蓝爵 1室1厅 南,浦东,金桥,禹洲蓝爵,53.0,南,1室1厅1卫,8200.0
整租·爱法珑庭 2室2厅 南,浦东,潍坊,爱法珑庭,70.0,南,2室2厅2卫,11800.0
整租·华泾绿苑 2室2厅 南/北,徐汇,华泾,华泾绿苑,82.0,南北,2室2厅1卫,7000.0
整租·绿地蔷薇九里(公寓) 3室2厅 南,松江,松江大学城,绿地蔷薇九里(公寓),130.2,南,3室2厅2卫,7300.0
整租·高安路9弄 1室1厅 东/东南/南,徐汇,衡山路,高安路9弄,40.78,东东南南,1室1厅1卫,6500.0
整租·太原路321弄 4室2厅 南,徐汇,建国西路,太原路321弄,205.0,南,4室2厅3卫,55000.0
整租·世纪之门 1室1厅 北,普陀,长寿路,世纪之门,29.91,北,1室1厅1卫,4830.0
整租·润江花苑 2室1厅 南,松江,泗泾,润江花苑,78.99,南,2室1厅1卫,4460.0
整租·誉品谷水湾 3室1厅 南,松江,松江大学城,誉品谷水湾,123.0,南,3室1厅1卫,8800.0
整租·联洋花园(一期) 2室2厅 南,浦东,联洋,联洋花园(一期),93.77,南,2室2厅1卫,13000.0
整租·尚都国际酒店公寓 1室1厅 西,嘉定,安亭,尚都国际酒店公寓,49.88,西,1室1厅1卫,3260.0
整租·佘山银湖别墅 4室1厅 南/北,松江,泗泾,佘山银湖别墅,405.8,南北,4室1厅3卫,37000.0
整租·虹桥花苑 3室1厅 南,闵行,金虹桥,虹桥花苑,159.78,南,3室1厅1卫,15730.0
整租·中祥哥德堡 2室1厅 南,闵行,莘庄南广场,中祥哥德堡,111.29,南,2室1厅1卫,7660.0
整租·康平小区 1室1厅 南,静安,彭浦,康平小区,27.97,南,1室1厅1卫,3890.0
整租·迎龙大厦(公寓) 3室2厅 南,长宁,新华路,迎龙大厦(公寓),158.46,南,3室2厅2卫,12000.0
整租·新华大厦 3室2厅 南,长宁,新华路,新华大厦,144.01,南,3室2厅2卫,9800.0
整租·滨江茗园 3室2厅 南,浦东,梅园,滨江茗园,145.57,南,3室2厅2卫,18000.0
整租·嘉利豪园 4室1厅 错层 南,长宁,西郊,嘉利豪园,132.92,南,4室1厅2卫,12000.0
整租·万源晶典 1室1厅 北,浦东,梅园,万源晶典,33.6,北,1室1厅1卫,5800.0
整租·西郊明苑别墅 6室2厅 复式 南,长宁,西郊,西郊明苑别墅,240.97,南,6室2厅4卫,65000.0
整租·锦屏路10弄 1室1厅 南,长宁,中山公园,锦屏路10弄,36.51,南,1室1厅1卫,4500.0
整租·真光七街坊 2室1厅 南,普陀,真光,真光七街坊,57.2,南,2室1厅1卫,6090.0
整租·阳光大厦(普陀) 2室2厅 东,普陀,光新,阳光大厦(普陀),114.58,东,2室2厅1卫,8700.0
整租·金阳大厦 4室2厅 南/西/北,普陀,武宁,金阳大厦,178.41,南西北,4室2厅2卫,13000.0
整租·静安枫景苑 2室1厅 南,静安,江宁路,静安枫景苑,105.43,南,2室1厅1卫,17500.0
整租·伟业金锦苑二村 2室1厅 南,浦东,金桥,伟业金锦苑二村,57.41,南,2室1厅1卫,5260.0
整租·天香公寓 3室2厅 南,静安,江宁路,天香公寓,171.49,南,3室2厅2卫,16000.0
整租·良清公寓 1室1厅 南,静安,江宁路,良清公寓,54.13,南,1室1厅1卫,5200.0
整租·达安锦园 1室2厅 西南,静安,江宁路,达安锦园,59.94,西南,1室2厅1卫,9500.0
整租·静安凤凰苑 2室1厅 南,静安,江宁路,静安凤凰苑,73.03,南,2室1厅1卫,12500.0
整租·长泰东郊御园(公寓) 2室2厅 南,浦东,航头,长泰东郊御园(公寓),86.14,南,2室2厅1卫,4000.0
整租·上海青年城 1室1厅 南,松江,九亭,上海青年城,39.8,南,1室1厅1卫,2600.0
整租·黄山新苑 2室2厅 南,浦东,金桥,黄山新苑,90.0,南,2室2厅1卫,8000.0
整租·乐活居 1室1厅 西南,普陀,长寿路,乐活居,69.62,西南,1室1厅1卫,11000.0
整租·广苑小区 2室1厅 南/北,虹口,凉城,广苑小区,49.75,南北,2室1厅1卫,5300.0
整租·沁富佳苑 3室2厅 南,嘉定,安亭,沁富佳苑,129.72,南,3室2厅3卫,5000.0
整租·京浦小区82支弄 2室1厅 南/北,浦东,御桥,京浦小区82支弄,52.49,南北,2室1厅1卫,5000.0
整租·南虹公寓 3室2厅 东南,徐汇,徐家汇,南虹公寓,128.11,东南,3室2厅1卫,15000.0
整租·清涧七街坊 2室1厅 南,普陀,真光,清涧七街坊,59.02,南,2室1厅1卫,6060.0
整租·华发四季 2室2厅 南,浦东,张江,华发四季,101.12,南,2室2厅2卫,10500.0
整租·逸流公寓 3室2厅 南,普陀,武宁,逸流公寓,134.46,南,3室2厅2卫,22800.0
整租·上南五村 1室1厅 南,浦东,世博,上南五村,29.81,南,1室1厅1卫,4760.0
整租·东外滩1号 2室1厅 南,杨浦,周家嘴路,东外滩1号,93.19,南,2室1厅1卫,9500.0
整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,47.18,南,1室1厅1卫,5330.0
整租·彭三小区 2室1厅 南,静安,彭浦,彭三小区,59.0,南,2室1厅1卫,5930.0
整租·北郊小区 1室1厅 南,虹口,鲁迅公园,北郊小区,40.09,南,1室1厅1卫,4000.0
整租·长安大厦 1室0厅 北/东北,静安,不夜城,长安大厦,46.19,北东北,1室0厅1卫,6800.0
整租·金地自在城(二期) 3室2厅 南,松江,泗泾,金地自在城(二期),95.89,南,3室2厅1卫,5300.0
整租·赵家花园 1室1厅 南,普陀,甘泉宜川,赵家花园,40.11,南,1室1厅1卫,3700.0
整租·君莲新城广润苑 2室1厅 南,闵行,颛桥,君莲新城广润苑,85.49,南,2室1厅1卫,6590.0
整租·融创领馆壹号院 5室2厅 跃层 南,徐汇,华泾,融创领馆壹号院,275.11,南,5室2厅3卫,32000.0
整租·创智坊(公寓) 2室1厅 东,杨浦,五角场,创智坊(公寓),89.0,东,2室1厅1卫,12690.0
整租·新浦江城(江桦路400弄) 3室2厅 南,闵行,浦江,新浦江城(江桦路400弄),116.63,南,3室2厅1卫,8600.0
整租·李子园公寓 2室1厅 南,普陀,桃浦,李子园公寓,45.88,南,2室1厅1卫,4530.0
整租·美罗家园罗秀苑 3室1厅 南/北,宝山,罗店,美罗家园罗秀苑,87.46,南北,3室1厅1卫,2800.0
整租·新华红星国际广场 2室1厅 南,闵行,金汇,新华红星国际广场,89.0,南,2室1厅2卫,12000.0
整租·祥和花苑(公寓) 4室2厅 南,松江,松江新城,祥和花苑(公寓),186.32,南,4室2厅4卫,8500.0
整租·肇嘉浜路669弄 2室1厅 南,徐汇,徐家汇,肇嘉浜路669弄,39.74,南,2室1厅1卫,5500.0
整租·昌五小区 1室1厅 南,浦东,世博,昌五小区,37.29,南,1室1厅1卫,5100.0
整租·红旗小区 2室1厅 南,闵行,老闵行,红旗小区,46.99,南,2室1厅1卫,3830.0
整租·兴银花园 1室1厅 南,闵行,颛桥,兴银花园,45.1,南,1室1厅1卫,3990.0
整租·龙博公寓 2室1厅 南,浦东,北蔡,龙博公寓,81.7,南,2室1厅1卫,8060.0
整租·瑞和明庭西区 2室1厅 南,青浦,徐泾,瑞和明庭西区,73.32,南,2室1厅1卫,5230.0
整租·丰锦里 2室1厅 南,浦东,三林,丰锦里,97.15,南,2室1厅1卫,7790.0
整租·古美七村 2室1厅 南,闵行,古美,古美七村,90.56,南,2室1厅1卫,7960.0
整租·中大丽都 3室2厅 南,浦东,金桥,中大丽都,109.26,南,3室2厅1卫,8800.0
整租·丰锦里 2室1厅 南,浦东,三林,丰锦里,79.41,南,2室1厅1卫,7430.0
整租·协和小区(协和路699弄) 3室2厅 南,长宁,北新泾,协和小区(协和路699弄),120.0,南,3室2厅2卫,13000.0
整租·田林十一村 2室1厅 南,徐汇,田林,田林十一村,51.38,南,2室1厅1卫,6660.0
整租·海关二村 1室1厅 南/北,静安,南京西路,海关二村,42.01,南北,1室1厅1卫,6200.0
整租·绿洲康城亲水湾(中央区) 2室1厅 南,浦东,御桥,绿洲康城亲水湾(中央区),75.24,南,2室1厅1卫,6690.0
整租·浦江东旭公寓(669弄110-124号) 2室1厅 东/南,浦东,高行,浦江东旭公寓(669弄110-124号),82.0,东南,2室1厅1卫,6200.0
整租·银春小区 1室1厅 南,闵行,颛桥,银春小区,58.37,南,1室1厅1卫,3300.0
整租·益华小区 2室1厅 南,杨浦,五角场,益华小区,72.21,南,2室1厅1卫,6700.0
整租·泗塘四村 1室1厅 南,宝山,张庙,泗塘四村,41.23,南,1室1厅1卫,3200.0
整租·金领国际(公寓) 2室2厅 南,浦东,唐镇,金领国际(公寓),84.55,南,2室2厅1卫,5200.0
整租·中山光星苑 2室1厅 南,松江,松江新城,中山光星苑,61.9,南,2室1厅1卫,4500.0
整租·胡欣苑 2室1厅 南,宝山,共富,胡欣苑,82.0,南,2室1厅1卫,5200.0
整租·东外滩·17公馆 3室2厅 西南,杨浦,周家嘴路,东外滩·17公馆,170.34,西南,3室2厅2卫,14500.0
整租·爱法花园(二期) 2室2厅 南,浦东,曹路,爱法花园(二期),70.74,南,2室2厅1卫,5600.0
整租·乐山一村 1室1厅 南,徐汇,徐家汇,乐山一村,50.09,南,1室1厅1卫,5400.0
整租·维罗纳贵都 3室2厅 南,松江,松江老城,维罗纳贵都,126.29,南,3室2厅2卫,5500.0
整租·大学里(二期) 3室2厅 南/北,嘉定,安亭,大学里(二期),114.26,南北,3室2厅2卫,5500.0
整租·长江路848弄 3室2厅 南/北,宝山,淞南,长江路848弄,69.28,南北,3室2厅2卫,6000.0
整租·四平路421弄 2室1厅 南,虹口,鲁迅公园,四平路421弄,57.0,南,2室1厅1卫,5900.0
整租·临沂二村 1室1厅 南,浦东,南码头,临沂二村,40.0,南,1室1厅1卫,4800.0
整租·共富三村 2室1厅 南,宝山,共富,共富三村,76.8,南,2室1厅1卫,4000.0
整租·世纪非凡锦城 2室2厅 南,宝山,顾村,世纪非凡锦城,97.71,南,2室2厅1卫,4200.0
整租·延安中路504弄 2室1厅 南,静安,南京西路,延安中路504弄,22.0,南,2室1厅1卫,5900.0
整租·报春四村 2室2厅 南,闵行,莘庄北广场,报春四村,72.77,南,2室2厅1卫,4500.0
整租·匡巷三村 3室2厅 南/北,嘉定,江桥,匡巷三村,128.0,南北,3室2厅2卫,7500.0
整租·百汇园 4室2厅 南,徐汇,徐汇滨江,百汇园,206.95,南,4室2厅2卫,39000.0
整租·永乐小区 3室2厅 南,浦东,惠南,永乐小区,140.3,南,3室2厅2卫,4000.0
整租·阳光花园 5室2厅 南/北,松江,莘闵别墅,阳光花园,204.05,南北,5室2厅3卫,11000.0
整租·芳华小区 2室2厅 南,浦东,北蔡,芳华小区,77.83,南,2室2厅1卫,7000.0
整租·同润菲诗艾伦 1室1厅 南,松江,泗泾,同润菲诗艾伦,55.59,南,1室1厅1卫,3600.0
整租·绿洲康城亲水湾(中央区) 2室1厅 南,浦东,御桥,绿洲康城亲水湾(中央区),90.73,南,2室1厅1卫,6760.0
整租·高华小区 2室1厅 南,闵行,老闵行,高华小区,56.3,南,2室1厅1卫,4430.0
整租·金杨新村九街坊 2室1厅 南,浦东,金杨,金杨新村九街坊,55.59,南,2室1厅1卫,5200.0
整租·金沐家园 2室2厅 南,浦东,三林,金沐家园,82.49,南,2室2厅1卫,5800.0
整租·紫叶花园 2室1厅 南,浦东,北蔡,紫叶花园,69.19,南,2室1厅1卫,5700.0
整租·亚龙国际大厦 1室1厅 东北,浦东,洋泾,亚龙国际大厦,44.24,东北,1室1厅1卫,4830.0
整租·和源名城 1室1厅 南,静安,彭浦,和源名城,50.95,南,1室1厅1卫,5500.0
整租·嘉宏紫薇园 2室2厅 南,虹口,鲁迅公园,嘉宏紫薇园,93.04,南,2室2厅1卫,9500.0
整租·匡巷三村 3室2厅 南,嘉定,江桥,匡巷三村,128.0,南,3室2厅2卫,7500.0
整租·梅岭园 1室1厅 南,普陀,曹杨,梅岭园,43.86,南,1室1厅1卫,4730.0
整租·锦秋花园 3室2厅 南/北,宝山,上大,锦秋花园,127.87,南北,3室2厅2卫,7300.0
整租·新泾一村 1室1厅 南,长宁,北新泾,新泾一村,29.57,南,1室1厅1卫,4990.0
整租·宜嘉苑 2室2厅 南,浦东,高行,宜嘉苑,89.74,南,2室2厅1卫,6500.0
整租·汇智湖畔家园 3室1厅 南,浦东,张江,汇智湖畔家园,87.65,南,3室1厅1卫,9500.0
整租·金樟花苑 2室1厅 南,浦东,金杨,金樟花苑,65.61,南,2室1厅1卫,5400.0
整租·宝佳苑 1室1厅 南,浦东,高行,宝佳苑,62.84,南,1室1厅1卫,4960.0
整租·丽泽兰馨苑 2室2厅 南,浦东,书院镇,丽泽兰馨苑,79.78,南,2室2厅1卫,2500.0
整租·张江汤臣豪园(三期) 3室2厅 南,浦东,张江,张江汤臣豪园(三期),88.06,南,3室2厅1卫,12000.0
整租·吴东小区 1室1厅 东,徐汇,徐家汇,吴东小区,33.8,东,1室1厅1卫,5490.0
整租·金鹏花园 3室1厅 南,杨浦,周家嘴路,金鹏花园,85.66,南,3室1厅1卫,8000.0
整租·成事高邸 2室2厅 南/北,宝山,上大,成事高邸,95.17,南北,2室2厅1卫,6000.0
整租·金色西郊城 2室2厅 南,闵行,华漕,金色西郊城,86.0,南,2室2厅1卫,5200.0
整租·始信北苑 3室1厅 南,浦东,金杨,始信北苑,71.85,南,3室1厅1卫,6900.0
整租·宝林八村 1室1厅 南,宝山,淞宝,宝林八村,39.65,南,1室1厅1卫,2300.0
整租·龙湖北城天街 2室1厅 南,宝山,顾村,龙湖北城天街,47.55,南,2室1厅1卫,4560.0
整租·银厦花园 2室2厅 南,闵行,莘庄北广场,银厦花园,108.93,南,2室2厅1卫,7000.0
整租·上钢十村 1室1厅 南,浦东,世博,上钢十村,31.18,南,1室1厅1卫,4630.0
整租·安居金祁新城 2室1厅 南,普陀,桃浦,安居金祁新城,72.33,南,2室1厅1卫,5558.0
整租·金浜小区 2室1厅 南,浦东,金杨,金浜小区,71.0,南,2室1厅1卫,6500.0
整租·长青坊 1室1厅 南,徐汇,康健,长青坊,28.5,南,1室1厅1卫,4790.0
整租·莲文苑 1室1厅 南,浦东,北蔡,莲文苑,53.2,南,1室1厅1卫,5500.0
整租·高桥二村 1室0厅 南,浦东,外高桥,高桥二村,29.97,南,1室0厅1卫,3200.0
整租·大众河滨大厦 2室2厅 南,普陀,长寿路,大众河滨大厦,97.48,南,2室2厅1卫,12000.0
整租·墨翠里 2室1厅 南,虹口,江湾镇,墨翠里,73.81,南,2室1厅1卫,5600.0
整租·尚海湾豪庭 3室1厅 南,徐汇,徐汇滨江,尚海湾豪庭,168.87,南,3室1厅2卫,27800.0
整租·何家宅小区 1室1厅 南,虹口,鲁迅公园,何家宅小区,33.0,南,1室1厅1卫,4830.0
整租·裕德路66弄 1室1厅 南,徐汇,徐家汇,裕德路66弄,40.47,南,1室1厅1卫,5500.0
整租·华敏大厦 3室2厅 南,虹口,曲阳,华敏大厦,140.81,南,3室2厅2卫,13800.0
整租·茶陵路195弄 2室1厅 南,徐汇,斜土路,茶陵路195弄,49.75,南,2室1厅1卫,5860.0
整租·瑞和雅苑壹街区 2室1厅 南,闵行,闵浦,瑞和雅苑壹街区,66.0,南,2室1厅1卫,4090.0
整租·康桥水都(公寓) 2室2厅 南,宝山,杨行,康桥水都(公寓),94.13,南,2室2厅1卫,4500.0
整租·天平小区 1室1厅 东南,徐汇,徐家汇,天平小区,52.19,东南,1室1厅1卫,7490.0
整租·石泉邮政大楼 3室2厅 南/北,普陀,光新,石泉邮政大楼,138.64,南北,3室2厅2卫,18500.0
整租·济阳二村 2室1厅 南,浦东,世博,济阳二村,65.69,南,2室1厅1卫,7000.0
整租·骏豪国际 1室1厅 西,静安,南京西路,骏豪国际,50.54,西,1室1厅1卫,9000.0
整租·东渡悦来城 2室1厅 东北,青浦,盈浦,东渡悦来城,46.0,东北,2室1厅1卫,3600.0
整租·长宁路1600弄 1室0厅 南,长宁,中山公园,长宁路1600弄,35.5,南,1室0厅1卫,3800.0
整租·上海师大新村 1室1厅 南,徐汇,康健,上海师大新村,35.5,南,1室1厅1卫,4630.0
整租·升平小区 1室1厅 南,静安,南京西路,升平小区,33.55,南,1室1厅1卫,6360.0
整租·眉州路100弄 2室1厅 南,杨浦,东外滩,眉州路100弄,53.0,南,2室1厅1卫,5990.0
整租·润杨名邸 3室0厅 南/北,宝山,杨行,润杨名邸,87.0,南北,3室0厅3卫,5000.0
整租·上钢八村 2室1厅 南,浦东,世博,上钢八村,48.0,南,2室1厅1卫,5930.0
整租·颐湾丽庭 4室2厅 南/北,青浦,朱家角,颐湾丽庭,291.59,南北,4室2厅3卫,4500.0
整租·梅林小区 2室1厅 南/北,杨浦,中原,梅林小区,52.48,南北,2室1厅1卫,5300.0
整租·金海苑 2室1厅 南,奉贤,南桥,金海苑,94.75,南,2室1厅1卫,3000.0
整租·民星一村 1室1厅 南,杨浦,中原,民星一村,40.36,南,1室1厅1卫,4490.0
整租·延长中路451弄 1室1厅 南,静安,大宁,延长中路451弄,33.3,南,1室1厅1卫,5090.0
整租·大华朗香花园(三期) 2室1厅 南,宝山,上大,大华朗香花园(三期),89.43,南,2室1厅1卫,6990.0
整租·杉林新月环林东路799弄 2室1厅 南,浦东,三林,杉林新月环林东路799弄,73.77,南,2室1厅1卫,5600.0
整租·金樟花苑 2室1厅 南/北,浦东,金杨,金樟花苑,66.0,南北,2室1厅1卫,6500.0
整租·双辽路200弄 1室1厅 南,杨浦,周家嘴路,双辽路200弄,36.8,南,1室1厅1卫,4100.0
整租·荣乐小区 1室1厅 南,松江,松江老城,荣乐小区,39.96,南,1室1厅1卫,2200.0
整租·真北二街坊 1室0厅 南,普陀,真如,真北二街坊,35.56,南,1室0厅1卫,4100.0
整租·沪太路651弄 1室1厅 南/北,静安,大宁,沪太路651弄,30.47,南北,1室1厅1卫,3300.0
整租·长青教师公寓 2室1厅 南,浦东,世博,长青教师公寓,72.12,南,2室1厅1卫,7500.0
整租·永福路147弄 1室1厅 东/南,徐汇,衡山路,永福路147弄,35.0,东南,1室1厅1卫,6500.0
整租·恒阳花苑 2室1厅 南/西北/北,杨浦,鞍山,恒阳花苑,66.15,南西北北,2室1厅1卫,7200.0
整租·新福康里(公寓) 1室1厅 南,静安,南京西路,新福康里(公寓),60.98,南,1室1厅1卫,9300.0
整租·浦东星河湾 3室2厅 南,浦东,花木,浦东星河湾,243.22,南,3室2厅3卫,41000.0
整租·鞍山五村 2室1厅 东南,杨浦,鞍山,鞍山五村,56.36,东南,2室1厅1卫,7200.0
整租·三湘四季花城 3室2厅 南,松江,松江大学城,三湘四季花城,107.9,南,3室2厅1卫,5600.0
整租·漕溪大楼 3室1厅 南,徐汇,徐家汇,漕溪大楼,85.04,南,3室1厅1卫,10000.0
整租·雪野家园(公寓) 3室2厅 南,浦东,世博,雪野家园(公寓),133.91,南,3室2厅2卫,13000.0
整租·新城尚上城（商住） 2室1厅 南,嘉定,安亭,新城尚上城（商住）,45.72,南,2室1厅1卫,2800.0
整租·东方曼哈顿 2室2厅 西南,徐汇,徐家汇,东方曼哈顿,99.97,西南,2室2厅2卫,13000.0
整租·望族新苑 2室2厅 南,闵行,古美,望族新苑,105.61,南,2室2厅1卫,8900.0
整租·扬波大厦 2室1厅 南,静安,西藏北路,扬波大厦,110.43,南,2室1厅1卫,12500.0
整租·中环境秋月一期 2室2厅 复式 南/北,青浦,朱家角,中环境秋月一期,97.18,南北,2室2厅2卫,3000.0
整租·九华丽苑 2室2厅 南/北,奉贤,南桥,九华丽苑,101.0,南北,2室2厅1卫,2800.0
整租·兆丰花园 3室2厅 南,长宁,中山公园,兆丰花园,160.48,南,3室2厅2卫,18000.0
整租·梅园三街坊 2室1厅 南,浦东,梅园,梅园三街坊,47.01,南,2室1厅1卫,6200.0
整租·岭南路270弄 2室1厅 南,静安,彭浦,岭南路270弄,38.1,南,2室1厅1卫,4500.0
整租·康桥半岛密苏里假日公寓 3室2厅 南,浦东,康桥,康桥半岛密苏里假日公寓,163.83,南,3室2厅2卫,16800.0
整租·逸翠公馆 2室1厅 南,浦东,世博,逸翠公馆,91.36,南,2室1厅1卫,9000.0
整租·通河二村 2室1厅 南,宝山,通河,通河二村,66.48,南,2室1厅1卫,5090.0
整租·虹欣小区 1室1厅 南,长宁,古北,虹欣小区,36.8,南,1室1厅1卫,5000.0
整租·长白三村 2室1厅 南,杨浦,黄兴公园,长白三村,42.06,南,2室1厅1卫,4000.0
整租·馨佳园(韶山路418弄) 2室1厅 南/北,宝山,顾村,馨佳园(韶山路418弄),82.65,南北,2室1厅1卫,4300.0
整租·龙湖滟澜山(别墅) 4室4厅 复式 南,青浦,赵巷,龙湖滟澜山(别墅),254.0,南,4室4厅2卫,13000.0
整租·锦绣河山 2室1厅 南,浦东,金杨,锦绣河山,75.92,南,2室1厅1卫,6500.0
整租·星光域雅苑 3室2厅 南/北,普陀,真如,星光域雅苑,178.0,南北,3室2厅3卫,23000.0
整租·虹桥路公寓 2室1厅 南,长宁,西郊,虹桥路公寓,61.06,南,2室1厅1卫,8500.0
整租·玉兰香苑一期B块 3室2厅 南,浦东,张江,玉兰香苑一期B块,118.14,南,3室2厅2卫,8000.0
整租·荣乐小区 2室1厅 南,松江,松江老城,荣乐小区,57.45,南,2室1厅1卫,2500.0
整租·景峰苑 1室1厅 南,静安,阳城,景峰苑,54.0,南,1室1厅1卫,5090.0
整租·东方龙苑 2室2厅 南,浦东,杨东,东方龙苑,104.33,南,2室2厅2卫,8000.0
整租·德乐苑 3室2厅 南,浦东,金杨,德乐苑,120.6,南,3室2厅2卫,9500.0
